paper_id,title,paper_type,baseline_paper_type,paper_type_disagreement,paper_type_confidence,status,total_score,rubric_version,prompt_version,human_verification_status,requires_human_review,human_review_reasons,error,runtime_architecture,evaluation,provenance_reproducibility,governance_safety,benchmark_process_alignment
closing-reasoning-gaps-in-clinical-agents-with-differential-reasoning-learning,Closing Reasoning Gaps in Clinical Agents with Differential Reasoning Learning,method_model,agent_system,True,0.8,judged,50.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_dimension_confidence,,partial,partial,partial,partial,partial
code-like-humans-a-multi-agent-solution-for-medical-coding,Code Like Humans: A Multi-Agent Solution for Medical Coding,agent_system,agent_system,False,0.86,judged,70.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,score_affecting_response_repair,,partial,partial,present,present,partial
colacare-enhancing-electronic-health-record-modeling-through-large-language-mode,ColaCare: Enhancing Electronic Health Record Modeling through Large Language Model-Driven Multi-Agent Collaboration,agent_system,agent_system,False,0.86,judged,55.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,score_affecting_response_repair,,partial,partial,partial,partial,present
comma-contribution-aware-medical-multi-agents-from-a-game-theoretic-perspective,CoMMa: Contribution-Aware Medical Multi-Agents From A Game-Theoretic Perspective,method_model,agent_system,True,0.8,judged,55.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,score_affecting_response_repair; invalid_evidence_dropped,,partial,partial,partial,partial,present
compeer-a-generative-conversational-agent-for-proactive-peer-support,ComPeer: A Generative Conversational Agent for Proactive Peer Support,agent_system,agent_system,False,0.9,judged,62.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,False,,,partial,present,partial,partial,partial
confagents-a-conformal-guided-multi-agent-framework-for-cost-efficient-medical-d,ConfAgents: A Conformal-Guided Multi-Agent Framework for Cost-Efficient Medical Diagnosis,method_model,agent_system,True,0.8,judged,35.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,score_affecting_response_repair,,missing,present,missing,missing,present
conversational-health-agents-a-personalized-llm-powered-agent-framework,Conversational Health Agents: A Personalized LLM-Powered Agent Framework,agent_system,agent_system,False,0.83,judged,50.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,False,,,partial,partial,partial,partial,partial
coordinated-ai-agents-for-advancing-healthcare,Coordinated AI agents for advancing healthcare,conceptual_commentary,agent_system,True,0.86,judged,80.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,False,,,not_applicable,not_applicable,partial,present,present
cotherapist-a-behavior-aligned-small-language-model-to-support-mental-healthcare,coTherapist: A Behavior-Aligned Small Language Model to Support Mental Healthcare Experts,method_model,agent_system,True,0.86,judged,80.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_dimension_confidence,,present,present,partial,partial,present
cp-env-evaluating-large-language-models-on-clinical-pathways-in-a-controllable-h,CP-Env: Evaluating Large Language Models on Clinical Pathways in a Controllable Hospital Environment,benchmark,benchmark,False,0.86,judged,55.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,score_affecting_response_repair; invalid_evidence_dropped,,partial,partial,partial,partial,present
cpathagent-an-agent-based-foundation-model-for-interpretable-high-resolution-pat,CPathAgent: An Agent-based Foundation Model for Interpretable High-Resolution Pathology Image Analysis Mimicking Pathologists’ Diagnostic Logic,method_model,agent_system,True,0.79,judged,57.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_dimension_confidence; low_paper_type_confidence,,partial,present,partial,missing,present
crispr-gpt-for-agentic-automation-of-gene-editing-experiments,CRISPR-GPT for agentic automation of gene-editing experiments,agent_system,agent_system,False,0.9,judged,77.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,False,,,partial,present,partial,present,present
ct-agent-a-multimodal-llm-agent-for-3d-ct-radiology-question-answering,CT-Agent: A Multimodal-LLM Agent for 3D CT Radiology Question Answering,agent_system,agent_system,False,0.9,judged,85.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_dimension_confidence,,present,present,present,partial,partial
dart-leveraging-multi-agent-disagreement-for-tool-recruitment-in-multimodal-reas,DART: Leveraging Multi-Agent Disagreement for Tool Recruitment in Multimodal Reasoning,method_model,agent_system,True,0.86,judged,35.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,score_affecting_response_repair,,missing,present,missing,missing,present
deepmed-building-a-medical-deepresearch-agent-via-multi-hop-med-search-data-and-,DEEPMED: Building a Medical DeepResearch Agent via Multi-hop Med-Search Data and Turn-Controlled Agentic Training & Inference,method_model,agent_system,True,0.86,judged,65.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,score_affecting_response_repair,,missing,present,present,present,missing
demma-dementia-multi-turn-dialogue-agent-with-expert-guided-reasoning-and-action,DemMA: Dementia Multi-Turn Dialogue Agent with Expert-Guided Reasoning and Action Simulation,agent_system,agent_system,False,0.86,judged,77.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,False,,,partial,present,partial,present,present
dh-rag-a-dynamic-historical-context-powered-retrieval-augmented-generation-metho,DH-RAG: A Dynamic Historical Context-Powered Retrieval-Augmented Generation Method for Multi-Turn Dialogue,method_model,benchmark,True,0.83,judged,57.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,invalid_evidence_dropped,,partial,present,partial,missing,present
do-mixed-vendor-multi-agent-llms-improve-clinical-diagnosis,Do Mixed-Vendor Multi-Agent LLMs Improve Clinical Diagnosis?,method_model,agent_system,True,0.79,judged,22.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_paper_type_confidence; score_affecting_response_repair; invalid_evidence_dropped,,missing,partial,missing,missing,present
doctoragent-rl-a-multi-agent-collaborative-reinforcement-learning-system-for-mul,DoctorAgent-RL: A Multi-Agent Collaborative Reinforcement Learning System for Multi-Turn Clinical Dialogue,agent_system,agent_system,False,0.86,judged,25.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,score_affecting_response_repair,,missing,present,missing,missing,missing
drugagent-automating-ai-aided-drug-discovery-programming-through-llm-multi-agent,DrugAgent: Automating AI-aided Drug Discovery Programming through LLM Multi-Agent Collaboration,agent_system,agent_system,False,0.9,judged,67.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,False,,,partial,present,partial,partial,present
drugagent-multi-agent-large-language-model-based-reasoning-for-drug-target-inter,DRUGAGENT: MULTI-AGENT LARGE LANGUAGE MODEL-BASED REASONING FOR DRUG-TARGET INTERACTION PREDICTION,agent_system,survey_review,True,0.9,judged,90.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,False,,,present,present,present,partial,present
ducx-decomposing-unfairness-in-tool-using-chest-x-ray-agents,DUCX: Decomposing Unfairness in Tool-Using Chest X-ray Agents,benchmark,agent_system,True,0.79,judged,67.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_paper_type_confidence,,partial,present,partial,partial,present
efficient-and-agentic-llms-for-therapeutics,Efficient and Agentic LLMs for Therapeutics,method_model,agent_system,True,0.78,judged,90.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_paper_type_confidence,,present,present,present,partial,present
ehragent-code-empowers-large-language-models-for-few-shot-complex-tabular-reason,EHRAgent: Code Empowers Large Language Models for Few-shot Complex Tabular Reasoning on Electronic Health Records,agent_system,agent_system,False,0.86,judged,67.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,False,,,partial,present,partial,partial,present
ehrr-a-large-language-model-driven-iterative-multi-agent-electronic-health-recor,EHRR: A Large Language Model-Driven Iterative Multi-Agent Electronic Health Record Data Analysis Workflow,agent_system,agent_system,False,0.86,judged,50.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_dimension_confidence; score_affecting_response_repair; invalid_evidence_dropped,,partial,partial,partial,partial,partial
emulatrx-empowering-clinical-trial-design-with-agentic-intelligence-and-real-wor,EmulatRx: Empowering Clinical Trial Design with Agentic Intelligence and Real World Data,agent_system,agent_system,False,0.9,judged,67.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_dimension_confidence; invalid_evidence_dropped,,partial,present,partial,partial,present
end-to-end-agentic-rag-system-training-for-traceable-diagnostic-reasoning,End-to-End Agentic RAG System Training for Traceable Diagnostic Reasoning,agent_system,agent_system,False,0.86,judged,77.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,False,,,partial,present,present,partial,present
engineering-ai-agents-for-clinical-workflows-a-case-study-in-architecture-mlops-,"Engineering AI Agents for Clinical Workflows: A Case Study in Architecture, MLOps, and Governance",agent_system,agent_system,False,0.9,judged,72.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_dimension_confidence; invalid_evidence_dropped,,partial,present,partial,present,partial
enhancing-diagnostic-capability-with-multi-agents-conversational-large-language-,Enhancing diagnostic capability with multi-agents conversational large language models,agent_system,agent_system,False,0.86,judged,80.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_dimension_confidence; invalid_evidence_dropped,,present,present,partial,partial,present
enhancing-llms-for-impression-generation-in-radiology-reports-through-a-multi-ag,Enhancing LLMs for Impression Generation in Radiology Reports through a Multi-Agent System,agent_system,agent_system,False,0.9,judged,80.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_dimension_confidence,,present,present,partial,partial,present
epidemic-modeling-with-generative-agents,Epidemic Modeling with Generative Agents,agent_system,agent_system,False,0.86,judged,72.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,False,,,partial,present,present,partial,partial
evidence-based-diagnostic-reasoning-with-multi-agent-copilot-for-human-pathology,Evidence-based diagnostic reasoning with multi-agent copilot for human pathology,agent_system,agent_system,False,0.86,judged,30.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,score_affecting_response_repair; invalid_evidence_dropped,,missing,present,missing,missing,partial
evoclinician-a-self-evolving-agent-for-multi-turn-medical-diagnosis-via-test-tim,EvoClinician: A Self-Evolving Agent for Multi-Turn Medical Diagnosis via Test-Time Evolutionary Learning,benchmark,agent_system,True,0.86,judged,80.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,score_affecting_response_repair,,present,present,partial,partial,present
experienceweaver-optimizing-small-sample-experience-learning-for-llm-based-clini,ExperienceWeaver: Optimizing Small-sample Experience Learning for LLM-based Clinical Text Improvement,method_model,benchmark,True,0.79,judged,77.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_paper_type_confidence; invalid_evidence_dropped,,partial,present,partial,present,present
exploring-community-powered-conversational-agent-for-health-knowledge-acquisitio,Exploring Community-Powered Conversational Agent for Health Knowledge Acquisition: A Case Study in Colorectal Cancer,agent_system,agent_system,False,0.9,judged,67.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,score_affecting_response_repair,,partial,present,partial,partial,present
exploring-llm-multi-agents-for-icd-coding,Exploring LLM Multi-Agents for ICD Coding,agent_system,agent_system,False,0.86,judged,62.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_dimension_confidence; invalid_evidence_dropped,,partial,present,partial,partial,partial
finagent-an-agentic-ai-framework-integrating-personal-finance-and-nutrition-plan,FinAgent: An Agentic AI Framework Integrating Personal Finance and Nutrition Planning,agent_system,agent_system,False,0.9,judged,80.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,score_affecting_response_repair; invalid_evidence_dropped,,present,present,partial,partial,present
first-do-noharm-towards-clinically-safe-large-language-models,"First, do NOHARM: towards clinically safe large language models",benchmark,benchmark,False,0.86,judged,67.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,False,,,partial,present,partial,partial,present
from-chatbots-to-agentic-workflows-ensuring-responsible-deployment-of-large-lang,From Chatbots to Agentic Workflows: Ensuring Responsible Deployment of Large Language Models in Radiology,governance_policy,agent_system,True,0.86,judged,70.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,False,,,not_applicable,partial,partial,present,present
from-conflict-to-consensus-boosting-medical-reasoning-via-multi-round-agentic-ra,From Conflict to Consensus: Boosting Medical Reasoning via Multi-Round Agentic RAG,method_model,agent_system,True,0.83,judged,55.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,score_affecting_response_repair; invalid_evidence_dropped,,partial,partial,partial,partial,present
from-ehrs-to-patient-pathways-scalable-modeling-of-longitudinal-health-trajector,From EHRs to Patient Pathways: Scalable Modeling of Longitudinal Health Trajectories with LLMs,method_model,benchmark,True,0.86,judged,52.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_dimension_confidence,,partial,present,partial,missing,partial
geneagent-self-verification-language-agent-for-gene-set-analysis-using-domain-da,GeneAgent: self-verification language agent for gene-set analysis using domain databases,agent_system,agent_system,False,0.86,judged,55.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_dimension_confidence; score_affecting_response_repair; invalid_evidence_dropped,,missing,present,present,missing,present
generalized-nash-equilibrium-seeking-fairness-in-multiagent-healthcare-automatio,GENERALIZED NASH EQUILIBRIUM-SEEKING FAIRNESS IN MULTIAGENT HEALTHCARE AUTOMATION*,method_model,agent_system,True,0.86,judged,67.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,False,,,partial,present,partial,partial,present
gmat-grounded-multi-agent-clinical-description-generation-for-text-encoder-in-vi,GMAT: Grounded Multi-Agent Clinical Description Generation for Text Encoder in Vision-Language MIL for Whole Slide Image Classification,method_model,agent_system,True,0.86,judged,52.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,invalid_evidence_dropped,,partial,present,partial,missing,partial
goal-driven-risk-assessment-for-llm-powered-systems-a-healthcare-case-study,Goal-Driven Risk Assessment for LLM-Powered Systems: A Healthcare Case Study,method_model,agent_system,True,0.78,judged,61.11,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_paper_type_confidence,,present,missing,partial,present,not_applicable
grounded-by-experience-generative-healthcare-prediction-augmented-with-hierarchi,Grounded by Experience: Generative Healthcare Prediction Augmented with Hierarchical Agentic Retrieval,method_model,agent_system,True,0.86,judged,67.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,False,,,partial,present,partial,partial,present
harmon-e-hierarchical-agentic-reasoning-for-multi-modal-oncology-notes-to-extrac,HARMON-E : Hierarchical Agentic Reasoning for Multi-modal Oncology Notes to Extract Structured Data,agent_system,agent_system,False,0.86,judged,67.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,invalid_evidence_dropped,,partial,present,partial,partial,present
heal-kggen-a-hierarchical-multi-agent-llm-framework-with-knowledge-graph-enhance,HEAL-KGGen: A Hierarchical Multi-Agent LLM Framework with Knowledge Graph Enhancement for Genetic Biomarker-Based Medical Diagnosis,agent_system,agent_system,False,0.86,judged,62.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_dimension_confidence,,partial,present,partial,partial,partial
hecix-integrating-knowledge-graphs-and-large-language-models-for-biomedical-rese,HeCiX: Integrating Knowledge Graphs and Large Language Models for Biomedical Research,agent_system,agent_system,False,0.86,judged,40.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,score_affecting_response_repair,,partial,partial,partial,missing,partial
human-guided-agentic-ai-for-multimodal-clinical-prediction-lessons-from-the-agen,Human-Guided Agentic AI for Multimodal Clinical Prediction: Lessons from the AgentDS Healthcare Benchmark,agent_system,agent_system,False,0.86,judged,67.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,False,,,partial,present,partial,partial,present
hybrid-code-v2-zero-hallucination-clinical-icd-10-coding-via-neuro-symbolic-veri,Hybrid-Code v2: Zero-Hallucination Clinical ICD-10 Coding via Neuro-Symbolic Verification and Automated Knowledge Base Expansion,method_model,agent_system,True,0.86,judged,25.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,score_affecting_response_repair,,missing,present,missing,missing,missing
ibisagent-reinforcing-pixel-level-visual-reasoning-in-mllms-for-universal-biomed,IBISAgent: Reinforcing Pixel-Level Visual Reasoning in MLLMs for Universal Biomedical Object Referring and Segmentation,method_model,agent_system,True,0.79,judged,45.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_dimension_confidence; low_paper_type_confidence; score_affecting_response_repair,,missing,present,present,missing,missing
imas-a-comprehensive-agentic-approach-to-rural-healthcare-delivery,IMAS: A Comprehensive Agentic Approach to Rural Healthcare Delivery,agent_system,agent_system,False,0.86,judged,50.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,False,,,partial,partial,partial,partial,partial
improving-the-safety-and-trustworthiness-of-medical-ai-via-multi-agent-evaluatio,Improving the Safety and Trustworthiness of Medical AI via Multi-Agent Evaluation Loops,agent_system,agent_system,False,0.86,judged,90.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,False,,,present,present,partial,present,present
incentivizing-tool-augmented-thinking-with-images-for-medical-image-analysis,INCENTIVIZING TOOL-AUGMENTED THINKING WITH IMAGES FOR MEDICAL IMAGE ANALYSIS,method_model,benchmark,True,0.79,judged,35.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_paper_type_confidence; score_affecting_response_repair,,missing,present,missing,missing,present
inflerno-end-to-end-agent-based-fhir-resource-synthesis-from-free-form-clinical-,Inflerno: End-to-end Agent-based FHIR Resource Synthesis from Free-form Clinical Notes,agent_system,agent_system,False,0.86,judged,67.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,invalid_evidence_dropped,,partial,present,partial,partial,present
inform-ct-integrating-llms-and-vlms-for-incidental-findings-management-in-abdomi,INFORM-CT: INTEGRating LLMs and VLMs FOR Incidental Findings Management in Abdominal CT,agent_system,benchmark,True,0.86,judged,67.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,False,,,partial,present,partial,partial,present
intelligent-virtual-sonographer-ivs-enhancing-physician-robot-patient-communicat,Intelligent Virtual Sonographer (IVS): Enhancing Physician-Robot-Patient Communication,agent_system,agent_system,False,0.9,judged,72.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,score_affecting_response_repair,,present,partial,present,partial,partial
kerap-a-knowledge-enhanced-reasoning-approach-for-accurate-zero-shot-diagnosis-p,KERAP: A Knowledge-Enhanced Reasoning Approach for Accurate Zero-shot Diagnosis Prediction Using Multi-agent LLMs,method_model,agent_system,True,0.86,judged,35.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,score_affecting_response_repair,,missing,present,missing,missing,present
kg4diagnosis-a-hierarchical-multi-agent-llm-framework-with-knowledge-graph-enhan,KG4Diagnosis: A Hierarchical Multi-Agent LLM Framework with Knowledge Graph Enhancement for Medical Diagnosis,agent_system,agent_system,False,0.79,judged,50.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_paper_type_confidence,,partial,partial,partial,partial,partial
knowing-when-to-abstain-medical-llms-under-clinical-uncertainty,Knowing When to Abstain: Medical LLMs Under Clinical Uncertainty,benchmark,benchmark,False,0.86,judged,77.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,False,,,partial,present,partial,present,present
kom-a-multi-agent-artificial-intelligence-system-for-precision,KOM: A Multi-Agent Artificial Intelligence System for Precision,agent_system,agent_system,False,0.9,judged,90.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_dimension_confidence; invalid_evidence_dropped,,present,present,present,partial,present
kral-knowledge-and-reasoning-augmented-learning-for-llm-assisted-clinical-antimi,KRAL: Knowledge and Reasoning Augmented Learning for LLM-assisted Clinical Antimicrobial Therapy,method_model,benchmark,True,0.83,judged,77.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,False,,,partial,present,partial,present,present
lammi-pathology-a-tool-centric-bottom-up-lvlm-agent-framework-for-molecularly-in,LAMMI-Pathology: A Tool-Centric Bottom-Up LVLM-Agent Framework for Molecularly Informed Medical Intelligence in Pathology,agent_system,agent_system,False,0.79,judged,57.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_paper_type_confidence,,partial,present,partial,missing,present
large-language-model-agent-for-modular-task-execution-in-drug-discovery,Large Language Model Agent for Modular Task Execution in Drug Discovery,agent_system,agent_system,False,0.86,judged,50.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_dimension_confidence,,partial,partial,partial,partial,partial
large-language-models-with-retrieval-augmented-generation-for-zero-shot-disease-,Large Language Models with Retrieval-Augmented Generation for Zero-Shot Disease Phenotyping,method_model,agent_system,True,0.86,judged,62.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,False,,,partial,present,partial,partial,partial
livemedbench-a-contamination-free-medical-benchmark-for-llms-with-automated-rubr,LiveMedBench: A Contamination-Free Medical Benchmark for LLMs with Automated Rubric Evaluation,benchmark,benchmark,False,0.9,judged,87.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,False,,,partial,present,present,present,present
llama-3-1-405b-is-comparable-to-gpt-4-for-extraction-of-data-from-thrombectomy-r,Llama 3.1 405B Is Comparable to GPT-4 for Extraction of Data from Thrombectomy Reports—A Step Towards Secure Data Extraction,method_model,governance_policy,True,0.79,judged,77.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_dimension_confidence; low_paper_type_confidence,,partial,present,present,partial,present
llm-agent-swarm-for-hypothesis-driven-drug-discovery,LLM Agent Swarm for Hypothesis-Driven Drug Discovery,agent_system,agent_system,False,0.9,judged,72.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,False,,,present,partial,present,partial,partial
llm-based-agentic-systems-in-medicine-and-healthcare,LLM-based agentic systems in medicine and healthcare,conceptual_commentary,agent_system,True,0.9,judged,100.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,False,,,not_applicable,not_applicable,not_applicable,present,not_applicable
llm-based-medical-assistant-personalization-with-short-and-long-term-memory-coor,LLM-based Medical Assistant Personalization with Short- and Long-Term Memory Coordination,method_model,agent_system,True,0.8,judged,55.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,score_affecting_response_repair,,missing,present,present,missing,present
llms-can-simulate-standardized-patients-via-agent-coevolution,LLMs Can Simulate Standardized Patients via Agent Coevolution,agent_system,agent_system,False,0.86,judged,67.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,False,,,partial,present,partial,partial,present
lungnoduleagent-a-collaborative-multi-agent-system-for-precision-diagnosis-of-lu,LungNoduleAgent: A Collaborative Multi-Agent System for Precision Diagnosis of Lung Nodules,agent_system,agent_system,False,0.86,judged,67.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,invalid_evidence_dropped,,partial,present,partial,partial,present
magda-multi-agent-guideline-driven-diagnostic-assistance,MAGDA: Multi-agent guideline-driven diagnostic assistance,agent_system,agent_system,False,0.86,judged,52.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,False,,,partial,present,partial,missing,partial
malade-orchestration-of-llm-powered-agents-with-retrieval-augmented-generation-f,MALADE: Orchestration of LLM-powered Agents with Retrieval Augmented Generation for Pharmacovigilance,agent_system,agent_system,False,0.9,judged,72.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_dimension_confidence,,partial,present,present,partial,partial
mam-modular-multi-agent-framework-for-multi-modal-medical-diagnosis-via-role-spe,MAM: Modular Multi-Agent Framework for Multi-Modal Medical Diagnosis via Role-Specialized Collaboration,agent_system,agent_system,False,0.86,judged,35.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,score_affecting_response_repair,,missing,present,missing,missing,present
many-to-one-adversarial-consensus-exposing-multi-agent-collusion-risks-in-ai-bas,Many-to-One Adversarial Consensus: Exposing Multi-Agent Collusion Risks in AI-Based Healthcare,agent_system,agent_system,False,0.86,judged,67.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,invalid_evidence_dropped,,partial,present,partial,partial,present
mcp-ai-protocol-driven-intelligence-framework-for-autonomous-reasoning-in-health,MCP-AI: Protocol-Driven Intelligence Framework for Autonomous Reasoning in Healthcare,agent_system,agent_system,False,0.86,judged,60.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,False,,,partial,partial,partial,present,partial
mdagents-an-adaptive-collaboration-of-llms-for-medical-decision-making,MDAgents: An Adaptive Collaboration of LLMs for Medical Decision-Making,agent_system,agent_system,False,0.86,judged,55.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,score_affecting_response_repair,,missing,present,present,missing,present
mdteamgpt-a-self-evolving-llm-based-multi-agent-framework-for-multi-disciplinary,MDTeamGPT: A Self-Evolving LLM-based Multi-Agent Framework for Multi-Disciplinary Team Medical Consultation,agent_system,agent_system,False,0.86,judged,67.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,False,,,partial,present,partial,partial,present
medagent-pro-towards-evidence-based-multi-modal-medical-diagnosis-via-reasoning-,MedAgent-Pro: Towards Evidence-based Multi-modal Medical Diagnosis via Reasoning Agenic Workflow,agent_system,agent_system,False,0.86,judged,67.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,False,,,partial,present,partial,partial,present
medagentbench-a-realistic-virtual-ehr-environment-to-benchmark-medical-llm-agent,MedAgentBench: A Realistic Virtual EHR Environment to Benchmark Medical LLM Agents,benchmark,benchmark,False,0.9,judged,65.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,score_affecting_response_repair; invalid_evidence_dropped,,partial,partial,present,partial,present
medagentboard-benchmarking-multi-agent-collaboration-with-conventional-methods-f,MedAgentBoard: Benchmarking Multi-Agent Collaboration with Conventional Methods for Diverse Medical Tasks,benchmark,benchmark,False,0.9,judged,77.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_dimension_confidence,,partial,present,present,partial,present
